Date,Temp (°C),Humidity (%),Season,Solar Energy (kWh),Precipitation (mm),Population,Total Usage (kWh),Urban Household (kWh),Urban Industrial (kWh),Urban Commercial (kWh),Urban Others (kWh),Rural Household (kWh),Rural Industrial (kWh),Rural Commercial (kWh),Rural Others (kWh),Period,Day,Month,Year,Season_Autumn,Season_Monsoon,Season_Post-Monsoon,Season_Summer,Season_Winter,Period_Lockdown,Period_Post-lockdown,Period_Pre-lockdown,Lag1_TotalEnergy,Lag2_TotalEnergy,Lag3_TotalEnergy
,24.2,89.3,1,14.7,0.4,3130000,5349.350479,1042.925789,1390.567719,695.2838593,347.6419296,1034.555396,413.8221585,413.8221585,206.9110793,1,17,7,2022,0,1,0,0,0,0,1,0,5507.770907,5747.385155,5292.9082579999995
,23.1,92.1,1,5.6,0.7,3130000,5578.641887,1037.500481,1383.333975,691.6669875,345.8334937,1162.240519,464.8962075,464.8962075,232.4481038,1,18,7,2022,0,1,0,0,0,0,1,0,5349.350478,5507.770907,5747.385155
,23.6,90.4,1,10.7,2.5,3130000,5434.588349,968.8984227,1291.864564,645.9322818,322.9661409,1201.712544,480.6850175,480.6850175,240.3425088,1,19,7,2022,0,1,0,0,0,0,1,0,5578.641885999999,5349.350478,5507.770907
,23.9,87.9,1,13.8,0.1,3130000,5431.961942,955.7638408,1274.351788,637.1758938,318.5879469,1222.040627,488.8162508,488.8162508,244.4081254,1,20,7,2022,0,1,0,0,0,0,1,0,5434.588349,5578.641885999999,5349.350478
,24.0,87.4,1,15.0,0.7,3130000,5190.059812,1011.460678,1348.614238,674.3071189,337.1535594,1003.660042,401.4640166,401.4640166,200.7320083,1,21,7,2022,0,1,0,0,0,0,1,0,5431.961942,5434.588349,5578.641885999999
,24.2,84.8,1,14.9,0.9,3130000,5260.083479,1060.637549,1414.183398,707.0916991,353.5458495,957.7887504,383.1155002,383.1155002,191.5577501,1,22,7,2022,0,1,0,0,0,0,1,0,5190.0598119999995,5431.961942,5434.588349
,23.4,89.5,1,9.8,0.5,3130000,5412.830529,1026.431802,1368.575736,684.2878682,342.1439341,1093.743457,437.4973828,437.4973828,218.7486914,1,23,7,2022,0,1,0,0,0,0,1,0,5260.083479,5190.0598119999995,5431.961942
,22.9,92.1,1,4.4,2.7,3130000,5454.249861,1096.573278,1462.097703,731.0488517,365.5244258,998.098503,399.2394012,399.2394012,199.6197006,1,24,7,2022,0,1,0,0,0,0,1,0,5412.830529000001,5260.083479,5190.0598119999995
,23.7,87.8,1,10.6,0.9,3130000,5595.161772,1084.451407,1445.935209,722.9676046,361.4838023,1091.09719,436.4388762,436.4388762,218.2194381,1,25,7,2022,0,1,0,0,0,0,1,0,5454.249861,5412.830529000001,5260.083479
,23.6,87.7,1,9.2,3.1,3130000,5249.922719,1026.307012,1368.40935,684.2046748,342.1023374,1008.962172,403.5848688,403.5848688,201.7924344,1,26,7,2022,0,1,0,0,0,0,1,0,5595.161771,5454.249861,5412.830529000001
,23.9,88.6,1,11.5,50.8,3130000,5378.636109,966.7932525,1289.05767,644.528835,322.2644175,1174.62611,469.8504441,469.8504441,234.925222,1,27,7,2022,0,1,0,0,0,0,1,0,5249.922719,5595.161771,5454.249861
,25.3,84.4,1,16.1,1.0,3130000,5141.004168,966.0267682,1288.035691,644.0178454,322.0089227,1052.627731,421.0510922,421.0510922,210.5255461,1,28,7,2022,0,1,0,0,0,0,1,0,5378.6361099999995,5249.922719,5595.161771
,25.3,87.4,1,15.4,8.0,3130000,5224.103173,925.8514912,1234.468655,617.2343275,308.6171637,1162.432116,464.9728462,464.9728462,232.4864231,1,29,7,2022,0,1,0,0,0,0,1,0,5141.0041679999995,5378.6361099999995,5249.922719
,25.4,83.3,1,14.0,3.0,3130000,5481.862545,1086.044405,1448.059206,724.0296032,362.0148016,1028.731999,411.4927998,411.4927998,205.7463999,1,30,7,2022,0,1,0,0,0,0,1,0,5224.103174,5141.0041679999995,5378.6361099999995
,25.3,82.4,1,17.5,1.7,3130000,5314.49633,927.0617267,1236.082302,618.0411512,309.0205756,1206.834772,482.7339089,482.7339089,241.3669545,1,31,7,2022,0,1,0,0,0,0,1,0,5481.862545,5224.103174,5141.0041679999995
,23.2,91.4,1,11.8,4.4,3130000,5601.565053,1041.699051,1388.932068,694.4660342,347.2330171,1161.724434,464.6897737,464.6897737,232.3448868,1,13,8,2022,0,1,0,0,0,0,1,0,5314.496329,5481.862545,5224.103174
,23.3,90.2,1,13.4,0.3,3130000,5611.71188,1027.781516,1370.375355,685.1876776,342.5938388,1189.961993,475.9847971,475.9847971,237.9923986,1,14,8,2022,0,1,0,0,0,0,1,0,5601.565053,5314.496329,5481.862545
,22.8,93.2,1,6.6,5.0,3130000,5380.859917,949.157598,1265.543464,632.771732,316.385866,1201.383361,480.5533444,480.5533444,240.2766722,1,15,8,2022,0,1,0,0,0,0,1,0,5611.711880000001,5601.565053,5314.496329
,22.5,91.9,1,10.1,4.2,3130000,5286.267613,960.0722044,1280.096273,640.0481363,320.0240681,1134.067825,453.62713,453.62713,226.813565,1,16,8,2022,0,1,0,0,0,0,1,0,5380.859917,5611.711880000001,5601.565053
,23.3,89.6,1,13.5,0.2,3130000,5834.748852,1137.086015,1516.114687,758.0573434,379.0286717,1122.517041,449.0068163,449.0068163,224.5034081,1,17,8,2022,0,1,0,0,0,0,1,0,5286.267613,5380.859917,5611.711880000001
,23.5,89.5,1,12.9,0.1,3130000,5470.854135,1036.297874,1381.730499,690.8652493,345.4326246,1102.09308,440.8372318,440.8372318,220.4186159,1,18,8,2022,0,1,0,0,0,0,1,0,5834.748852,5286.267613,5380.859917
,23.5,90.6,1,12.9,3.1,3130000,5319.931945,963.6572071,1284.876276,642.4381381,321.219069,1144.914625,457.9658501,457.9658501,228.9829251,1,19,8,2022,0,1,0,0,0,0,1,0,5470.854136,5834.748852,5286.267613
,23.4,90.6,1,12.5,0.1,3130000,5706.185171,1098.057479,1464.076639,732.0383193,366.0191596,1120.440064,448.1760256,448.1760256,224.0880128,1,20,8,2022,0,1,0,0,0,0,1,0,5319.931945,5470.854136,5834.748852
,23.6,87.8,1,13.8,0.2,3130000,5658.517555,1001.839522,1335.786029,667.8930144,333.9465072,1255.946337,502.3785349,502.3785349,251.1892674,1,21,8,2022,0,1,0,0,0,0,1,0,5706.185171,5319.931945,5470.854136
,23.4,89.5,1,16.0,0.2,3130000,5564.470329,1036.450808,1381.934411,690.9672054,345.4836027,1149.429034,459.7716136,459.7716136,229.8858068,1,22,8,2022,0,1,0,0,0,0,1,0,5658.517555,5706.185171,5319.931945
,23.6,90.0,1,12.2,0.1,3130000,5314.711212,953.413007,1271.217343,635.6086713,317.8043357,1158.502787,463.4011147,463.4011147,231.7005573,1,23,8,2022,0,1,0,0,0,0,1,0,5564.470329,5658.517555,5706.185171
,23.8,88.9,1,12.3,1.0,3130000,5726.415366,1034.494152,1379.325536,689.6627679,344.831384,1235.992963,494.3971852,494.3971852,247.1985926,1,24,8,2022,0,1,0,0,0,0,1,0,5314.711212,5564.470329,5658.517555
,24.1,85.4,1,15.2,1.2,3130000,5320.817525,991.8251132,1322.433484,661.2167421,330.6083711,1097.246186,438.8984744,438.8984744,219.4492372,1,25,8,2022,0,1,0,0,0,0,1,0,5726.415365999999,5314.711212,5564.470329
,24.5,80.5,1,16.9,0.3,3130000,5527.866544,1043.200847,1390.934463,695.4672313,347.7336156,1118.43775,447.3751002,447.3751002,223.6875501,1,26,8,2022,0,1,0,0,0,0,1,0,5320.817524,5726.415365999999,5314.711212
,24.2,81.2,1,17.0,0.5,3130000,5379.984597,1025.658556,1367.544741,683.7723705,341.8861852,1071.042664,428.4170657,428.4170657,214.2085328,1,27,8,2022,0,1,0,0,0,0,1,0,5527.866544,5320.817524,5726.415365999999
,24.2,80.0,1,16.1,0.6,3130000,5666.879959,1070.405655,1427.20754,713.6037698,356.8018849,1144.52762,457.811048,457.811048,228.905524,1,28,8,2022,0,1,0,0,0,0,1,0,5379.984597,5527.866544,5320.817524
,24.7,79.8,1,17.3,0.1,3130000,5471.444571,1014.411605,1352.548806,676.2744032,338.1372016,1136.651677,454.6606706,454.6606706,227.3303353,1,29,8,2022,0,1,0,0,0,0,1,0,5666.879959,5379.984597,5527.866544
,25.4,82.4,1,16.6,7.0,3130000,5455.230739,956.64523,1275.526973,637.7634867,318.8817433,1224.349166,489.7396663,489.7396663,244.8698331,1,30,8,2022,0,1,0,0,0,0,1,0,5471.444571,5666.879959,5379.984597
,25.1,86.5,1,17.5,9.0,3130000,5433.797717,1034.180498,1378.90733,689.453665,344.7268325,1083.848542,433.5394169,433.5394169,216.7697085,1,31,8,2022,0,1,0,0,0,0,1,0,5455.230738,5471.444571,5666.879959
,23.6,94.3,0,8.3,13.0,3130000,6684.639577,1047.823369,1397.097825,698.5489127,349.2744563,1186.596229,474.6384915,474.6384915,237.3192457,1,13,9,2022,1,0,0,0,0,0,1,0,5433.7977169999995,5455.230738,5471.444571
,23.2,92.1,0,13.0,0.2,3130000,6545.072688,1106.587573,1475.450097,737.7250484,368.8625242,1027.214238,410.8856952,410.8856952,205.4428476,1,14,9,2022,1,0,0,0,0,0,1,0,6684.639577,5433.7977169999995,5455.230738
,23.6,88.9,0,11.9,3.8,3130000,6470.700194,958.6320326,1278.176043,639.0880217,319.5440109,1240.974689,496.3898757,496.3898757,248.1949379,1,15,9,2022,1,0,0,0,0,0,1,0,6545.072688,6684.639577,5433.7977169999995
,22.6,95.7,0,8.4,44.0,3130000,6680.55921,1096.104395,1461.472527,730.7362635,365.3681317,1103.710058,441.4840232,441.4840232,220.7420116,1,16,9,2022,1,0,0,0,0,0,1,0,6470.700194,6545.072688,6684.639577
,23.3,91.1,0,13.3,2.5,3130000,6450.224802,1069.12741,1425.503213,712.7516064,356.3758032,1047.429366,418.9717463,418.9717463,209.4858731,1,17,9,2022,1,0,0,0,0,0,1,0,6680.559209999999,6470.700194,6545.072688
,23.0,88.2,0,11.8,0.8,3130000,6635.603805,1110.777217,1481.03629,740.518145,370.2590725,1059.119477,423.6477909,423.6477909,211.8238954,1,18,9,2022,1,0,0,0,0,0,1,0,6450.224802000001,6680.559209999999,6470.700194
,22.6,87.6,0,13.9,1.5,3130000,6849.62209,1048.449164,1397.932219,698.9661095,349.4830548,1256.654912,502.661965,502.661965,251.3309825,1,19,9,2022,1,0,0,0,0,0,1,0,6635.603804,6450.224802000001,6680.559209999999
,22.0,91.1,0,3.8,7.0,3130000,6364.576161,972.4088061,1296.545075,648.2725374,324.1362687,1170.460899,468.1843595,468.1843595,234.0921797,1,20,9,2022,1,0,0,0,0,0,1,0,6849.62209,6635.603804,6450.224802000001
,22.3,88.9,0,4.9,1.3,3130000,6612.068878,1054.526373,1406.035164,703.0175821,351.508791,1141.927721,456.7710883,456.7710883,228.3855442,1,21,9,2022,1,0,0,0,0,0,1,0,6364.576161,6849.62209,6635.603804
,22.7,85.3,0,6.8,0.4,3130000,6671.710084,1099.192618,1465.590158,732.795079,366.3975395,1093.428689,437.3714758,437.3714758,218.6857379,1,22,9,2022,1,0,0,0,0,0,1,0,6612.068877,6364.576161,6849.62209
,22.7,83.9,0,9.4,0.3,3130000,6686.48074,1117.811702,1490.415603,745.2078015,372.6039008,1068.664424,427.4657695,427.4657695,213.7328847,1,23,9,2022,1,0,0,0,0,0,1,0,6671.710084,6612.068877,6364.576161
,23.2,85.5,0,12.7,1.7,3130000,6559.674726,997.8236975,1330.431597,665.2157984,332.6078992,1212.84129,485.136516,485.136516,242.568258,1,24,9,2022,1,0,0,0,0,0,1,0,6686.48074,6671.710084,6612.068877
,23.9,84.4,0,16.0,1.2,3130000,6495.508424,1009.507549,1346.010066,673.0050328,336.5025164,1165.033452,466.0133808,466.0133808,233.0066904,1,25,9,2022,1,0,0,0,0,0,1,0,6559.674726,6686.48074,6671.710084
,23.3,86.2,0,13.2,0.6,3130000,6441.9453,1035.588585,1380.78478,690.3923901,345.196195,1097.882312,439.1529247,439.1529247,219.5764623,1,26,9,2022,1,0,0,0,0,0,1,0,6495.508423,6559.674726,6686.48074
,23.6,85.1,0,16.8,1.0,3130000,6675.02722,1057.855122,1410.473496,705.236748,352.618374,1162.735569,465.0942276,465.0942276,232.5471138,1,27,9,2022,1,0,0,0,0,0,1,0,6441.945299999999,6495.508423,6559.674726
,23.9,84.8,0,11.5,0.3,3130000,6701.257355,1115.698844,1487.598458,743.7992291,371.8996146,1077.617255,431.046902,431.046902,215.523451,1,28,9,2022,1,0,0,0,0,0,1,0,6675.02722,6441.945299999999,6495.508423
,24.2,90.2,0,13.0,4.2,3130000,6757.901109,1152.717073,1536.956098,768.478049,384.2390245,1040.535616,416.2142464,416.2142464,208.1071232,1,29,9,2022,1,0,0,0,0,0,1,0,6701.257355,6675.02722,6441.945299999999
,24.2,87.6,0,16.7,3.5,3130000,6610.193403,1097.102773,1462.803697,731.4018484,365.7009242,1068.284939,427.3139756,427.3139756,213.6569878,1,30,9,2022,1,0,0,0,0,0,1,0,6757.901109,6701.257355,6675.02722
,23.6,90.0,0,11.7,4.3,3130000,6614.217924,1026.825242,1369.100323,684.5501616,342.2750808,1184.49417,473.797668,473.797668,236.898834,1,13,10,2022,1,0,0,0,0,0,1,0,6610.193403,6757.901109,6701.257355
,23.5,89.9,0,12.1,78.7,3130000,6421.543943,987.8961392,1317.194852,658.5974261,329.2987131,1164.818313,465.9273251,465.9273251,232.9636625,1,14,10,2022,1,0,0,0,0,0,1,0,6614.2179240000005,6610.193403,6757.901109
,23.9,81.9,0,18.5,0.6,3130000,7021.394965,1084.293165,1445.72422,722.8621098,361.4310549,1266.548745,506.619498,506.619498,253.309749,1,15,10,2022,1,0,0,0,0,0,1,0,6421.543943,6614.2179240000005,6610.193403
,24.0,76.3,0,18.0,0.9,3130000,6828.806817,1157.928784,1543.905045,771.9525225,385.9762613,1059.301968,423.7207873,423.7207873,211.8603936,1,16,10,2022,1,0,0,0,0,0,1,0,7021.3949649999995,6421.543943,6614.2179240000005
,24.4,86.6,0,11.1,81.0,3130000,6625.7132,1031.477498,1375.303331,687.6516655,343.8258328,1180.947155,472.378862,472.378862,236.189431,1,17,10,2022,1,0,0,0,0,0,1,0,6828.806817000001,7021.3949649999995,6421.543943
,23.3,92.1,0,8.0,31.0,3130000,6642.529457,1026.066505,1368.088674,684.0443368,342.0221684,1197.118963,478.8475851,478.8475851,239.4237925,1,18,10,2022,1,0,0,0,0,0,1,0,6625.7132,6828.806817000001,7021.3949649999995
,24.7,85.3,0,13.9,14.0,3130000,6301.090023,1073.292326,1431.056434,715.5282172,357.7641086,968.7754502,387.5101801,387.5101801,193.75509,1,19,10,2022,1,0,0,0,0,0,1,0,6642.529457000001,6625.7132,6828.806817000001
,24.3,88.0,0,14.7,17.0,3130000,6707.017745,1025.015732,1366.687643,683.3438214,341.6719107,1226.676864,490.6707455,490.6707455,245.3353727,1,20,10,2022,1,0,0,0,0,0,1,0,6301.090023,6642.529457000001,6625.7132
,24.4,87.1,0,12.9,3.4,3130000,6908.065149,1083.803902,1445.071869,722.5359345,361.2679672,1216.461111,486.5844443,486.5844443,243.2922221,1,21,10,2022,1,0,0,0,0,0,1,0,6707.0177459999995,6301.090023,6642.529457000001
,23.9,81.6,0,15.1,0.2,3130000,6749.43726,1015.060013,1353.413351,676.7066755,338.3533377,1261.412355,504.5649418,504.5649418,252.2824709,1,22,10,2022,1,0,0,0,0,0,1,0,6908.065148,6707.0177459999995,6301.090023
,22.5,68.3,0,22.1,0.0,3130000,6864.350965,1102.912582,1470.550109,735.2750547,367.6375274,1165.05751,466.023004,466.023004,233.011502,1,23,10,2022,1,0,0,0,0,0,1,0,6749.437260000001,6908.065148,6707.0177459999995
,22.4,63.9,0,22.3,0.0,3130000,6454.422567,1058.025823,1410.701097,705.3505485,352.6752743,1060.318671,424.1274682,424.1274682,212.0637341,1,24,10,2022,1,0,0,0,0,0,1,0,6864.350966,6749.437260000001,6908.065148
,22.4,64.7,0,21.9,0.0,3130000,6868.861016,1154.159757,1538.879676,769.4398382,384.7199191,1081.191061,432.4764245,432.4764245,216.2382122,1,25,10,2022,1,0,0,0,0,0,1,0,6454.422567,6864.350966,6749.437260000001
,22.1,68.7,0,22.2,0.0,3130000,6921.676019,1129.419065,1505.892087,752.9460435,376.4730218,1145.31408,458.1256321,458.1256321,229.0628161,1,26,10,2022,1,0,0,0,0,0,1,0,6868.861016,6454.422567,6864.350966
,21.5,67.7,0,21.8,0.0,3130000,6698.848044,1004.346655,1339.128874,669.5644369,334.7822184,1256.090214,502.4360854,502.4360854,251.2180427,1,27,10,2022,1,0,0,0,0,0,1,0,6921.6760189999995,6868.861016,6454.422567
,21.4,65.1,0,21.8,0.0,3130000,6934.561422,1133.786584,1511.715446,755.8577229,377.9288614,1143.23961,457.295844,457.295844,228.647922,1,28,10,2022,1,0,0,0,0,0,1,0,6698.848044,6921.6760189999995,6868.861016
,21.4,63.9,0,21.7,0.0,3130000,6701.543866,1121.928918,1495.905224,747.9526122,373.9763061,1060.881855,424.3527422,424.3527422,212.1763711,1,29,10,2022,1,0,0,0,0,0,1,0,6934.561422000001,6698.848044,6921.6760189999995
,21.2,62.6,0,22.0,0.0,3130000,6682.892186,1112.138919,1482.851891,741.4259457,370.7129728,1068.83375,427.5335,427.5335,213.76675,1,30,10,2022,1,0,0,0,0,0,1,0,6701.543866,6934.561422000001,6698.848044
,21.1,67.7,0,21.2,0.0,3130000,6570.510612,1019.604954,1359.473272,679.7366358,339.8683179,1173.708697,469.483479,469.483479,234.7417395,1,31,10,2022,1,0,0,0,0,0,1,0,6682.892186,6701.543866,6934.561422000001
,21.4,66.8,0,20.1,0.0,3130000,6907.571286,1066.866365,1422.488487,711.2442433,355.6221217,1239.533968,495.8135873,495.8135873,247.9067936,1,13,11,2022,1,0,0,0,0,0,1,0,6570.510612,6682.892186,6701.543866
,22.3,70.6,0,18.9,0.0,3130000,6835.529671,1121.111277,1494.815036,747.4075178,373.7037589,1117.441459,446.9765838,446.9765838,223.4882919,1,14,11,2022,1,0,0,0,0,0,1,0,6907.571286,6570.510612,6682.892186
,22.8,71.3,0,17.6,0.0,3130000,6661.328398,1095.772596,1461.030128,730.5150642,365.2575321,1083.369603,433.3478411,433.3478411,216.6739206,1,15,11,2022,1,0,0,0,0,0,1,0,6835.529671,6907.571286,6570.510612
,21.5,70.6,0,19.6,0.0,3130000,6796.124931,1079.210252,1438.947002,719.4735012,359.7367506,1169.641505,467.8566021,467.8566021,233.9283011,1,16,11,2022,1,0,0,0,0,0,1,0,6661.328398,6835.529671,6907.571286
,20.8,64.4,0,19.8,0.0,3130000,6849.828844,1148.406332,1531.208443,765.6042214,382.8021107,1077.558274,431.0233096,431.0233096,215.5116548,1,17,11,2022,1,0,0,0,0,0,1,0,6796.124931,6661.328398,6835.529671
,19.9,60.7,0,19.8,0.0,3130000,6877.321751,1072.959399,1430.612532,715.3062661,357.653133,1215.096945,486.038778,486.038778,243.019389,1,18,11,2022,1,0,0,0,0,0,1,0,6849.828843,6796.124931,6661.328398
,19.4,63.4,0,19.6,0.0,3130000,6697.523317,1117.302815,1489.737087,744.8685435,372.4342717,1062.464569,424.9858276,424.9858276,212.4929138,1,19,11,2022,1,0,0,0,0,0,1,0,6877.3217509999995,6849.828843,6796.124931
,18.7,61.2,0,19.9,0.0,3130000,6919.247795,1039.567375,1386.089833,693.0449163,346.5224582,1288.630398,515.4521593,515.4521593,257.7260797,1,20,11,2022,1,0,0,0,0,0,1,0,6697.523316999999,6877.3217509999995,6849.828843
,18.5,61.0,0,19.9,0.0,3130000,6793.655612,1004.712777,1339.617037,669.8085183,334.9042591,1291.671735,516.668694,516.668694,258.334347,1,21,11,2022,1,0,0,0,0,0,1,0,6919.247794999999,6697.523316999999,6877.3217509999995
,20.6,63.0,0,18.0,0.0,3130000,6989.239642,1179.492901,1572.657202,786.328601,393.1643005,1085.549189,434.2196754,434.2196754,217.1098377,1,22,11,2022,1,0,0,0,0,0,1,0,6793.655611,6919.247794999999,6697.523316999999
,22.0,66.9,0,18.1,0.0,3130000,6966.279199,1025.44416,1367.258881,683.6294403,341.8147201,1332.057018,532.8228073,532.8228073,266.4114037,1,23,11,2022,1,0,0,0,0,0,1,0,6989.2396420000005,6793.655611,6919.247794999999
,22.4,70.7,0,17.5,0.0,3130000,6965.351846,1091.940531,1455.920708,727.9603542,363.9801771,1220.608983,488.2435931,488.2435931,244.1217965,1,24,11,2022,1,0,0,0,0,0,1,0,6966.2791990000005,6989.2396420000005,6793.655611
,23.3,75.5,0,14.2,0.1,3130000,6754.016512,1097.335566,1463.114088,731.5570442,365.7785221,1119.155991,447.6623965,447.6623965,223.8311982,1,25,11,2022,1,0,0,0,0,0,1,0,6965.3518460000005,6966.2791990000005,6989.2396420000005
,24.1,76.0,0,14.0,0.2,3130000,6675.945635,980.9980296,1307.997373,653.9986864,326.9993432,1278.767983,511.5071933,511.5071933,255.7535966,1,26,11,2022,1,0,0,0,0,0,1,0,6754.016512,6965.3518460000005,6966.2791990000005
,23.7,77.7,0,13.7,0.1,3130000,6663.365482,1124.202972,1498.937296,749.4686479,374.734324,1034.395916,413.7583662,413.7583662,206.8791831,1,27,11,2022,1,0,0,0,0,0,1,0,6675.945635,6754.016512,6965.3518460000005
,23.4,74.1,0,17.0,0.0,3130000,6782.779724,1104.589129,1472.785505,736.3927526,368.1963763,1118.991027,447.5964107,447.5964107,223.7982053,1,28,11,2022,1,0,0,0,0,0,1,0,6663.365483,6675.945635,6754.016512
,22.5,72.4,0,18.6,0.0,3130000,6845.5165,1081.880602,1442.50747,721.2537349,360.6268675,1184.004553,473.601821,473.601821,236.8009105,1,29,11,2022,1,0,0,0,0,0,1,0,6782.779724,6663.365483,6675.945635
,21.5,71.8,0,18.8,0.0,3130000,6649.937843,1124.696487,1499.595316,749.797658,374.898829,1027.095243,410.8380973,410.8380973,205.4190486,1,30,11,2022,1,0,0,0,0,0,1,0,6845.5165,6782.779724,6663.365483
,23.6,78.0,4,10.2,0.0,3130000,6208.601232,1123.782146,1498.376194,749.1880971,374.5940486,1134.276647,453.7106587,453.7106587,226.8553293,1,13,12,2022,0,0,0,0,1,0,1,0,6649.937843,6845.5165,6782.779724
,24.2,74.5,4,12.3,0.1,3130000,6114.230693,1078.2344,1437.645867,718.8229333,359.4114666,1164.269507,465.7078028,465.7078028,232.8539014,1,14,12,2022,0,0,0,0,1,0,1,0,6208.601232,6649.937843,6845.5165
,23.5,73.9,4,12.9,0.1,3130000,5908.432042,996.3024435,1328.403258,664.201629,332.1008145,1200.944687,480.377875,480.377875,240.1889375,1,15,12,2022,0,0,0,0,1,0,1,0,6114.230693,6208.601232,6649.937843
,24.1,70.3,4,17.0,0.0,3130000,6322.010899,1033.266737,1377.688982,688.8444911,344.4222456,1339.416363,535.7665451,535.7665451,267.8832726,1,16,12,2022,0,0,0,0,1,0,1,0,5908.432043,6114.230693,6208.601232
,23.9,72.7,4,14.9,0.0,3130000,6198.735128,1047.452727,1396.603636,698.3018182,349.1509091,1255.862119,502.3448475,502.3448475,251.1724238,1,17,12,2022,0,0,0,0,1,0,1,0,6322.010899,5908.432043,6114.230693
,23.7,70.9,4,16.8,0.0,3130000,6389.296962,1178.092222,1570.789629,785.3948145,392.6974073,1130.186166,452.0744663,452.0744663,226.0372331,1,18,12,2022,0,0,0,0,1,0,1,0,6198.735128,6322.010899,5908.432043
,22.6,61.2,4,17.9,0.0,3130000,6402.16543,1165.380472,1553.840629,776.9203145,388.4601572,1157.383552,462.9534209,462.9534209,231.4767104,1,19,12,2022,0,0,0,0,1,0,1,0,6389.296962,6198.735128,6322.010899
,20.8,58.5,4,18.3,0.0,3130000,6192.651853,1022.79907,1363.732093,681.8660465,340.9330232,1293.368233,517.347293,517.347293,258.6736465,1,20,12,2022,0,0,0,0,1,0,1,0,6402.16543,6389.296962,6198.735128
,21.2,62.5,4,18.3,0.0,3130000,6337.898647,1146.493691,1528.658255,764.3291273,382.1645636,1157.311045,462.9244181,462.9244181,231.462209,1,21,12,2022,0,0,0,0,1,0,1,0,6192.651853,6402.16543,6389.296962
,21.8,62.5,4,18.4,0.0,3130000,6182.56583,1091.213946,1454.951928,727.4759642,363.7379821,1174.036287,469.6145149,469.6145149,234.8072575,1,22,12,2022,0,0,0,0,1,0,1,0,6337.898647,6192.651853,6402.16543
,22.1,63.4,4,18.4,0.0,3130000,6199.695593,1161.229122,1548.305496,774.1527482,387.0763741,1065.423485,426.1693939,426.1693939,213.084697,1,23,12,2022,0,0,0,0,1,0,1,0,6182.56583,6337.898647,6192.651853
,21.5,58.8,4,18.6,0.0,3130000,6357.630591,1141.700291,1522.267055,761.1335275,380.5667637,1174.197922,469.6791686,469.6791686,234.8395843,1,24,12,2022,0,0,0,0,1,0,1,0,6199.695593,6182.56583,6337.898647
,20.8,58.0,4,18.7,0.0,3130000,6167.43472,1049.876838,1399.835784,699.917892,349.958946,1234.972557,493.9890228,493.9890228,246.9945114,1,25,12,2022,0,0,0,0,1,0,1,0,6357.630591,6199.695593,6182.56583
,21.1,64.2,4,18.3,0.0,3130000,6153.299176,1138.707226,1518.276301,759.1381506,379.5690753,1079.869953,431.947981,431.947981,215.9739905,1,26,12,2022,0,0,0,0,1,0,1,0,6167.43472,6357.630591,6199.695593
,22.6,68.6,4,16.7,0.0,3130000,6336.800572,1041.975692,1389.300923,694.6504613,347.3252306,1329.672256,531.8689026,531.8689026,265.9344513,1,27,12,2022,0,0,0,0,1,0,1,0,6153.299176,6167.43472,6357.630591
,23.0,67.5,4,18.0,0.0,3130000,6001.924935,978.0878833,1304.117178,652.0585889,326.0292944,1273.904085,509.5616338,509.5616338,254.7808169,1,28,12,2022,0,0,0,0,1,0,1,0,6336.800572,6153.299176,6167.43472
,22.5,64.5,4,18.0,0.0,3130000,6266.035732,1127.521942,1503.36259,751.6812948,375.8406474,1152.423423,460.969369,460.969369,230.4846845,1,29,12,2022,0,0,0,0,1,0,1,0,6001.924935,6336.800572,6153.299176
,22.4,63.2,4,18.3,0.0,3130000,6397.464632,1133.263205,1511.017606,755.5088031,377.7544016,1206.223218,482.489287,482.489287,241.2446435,1,30,12,2022,0,0,0,0,1,0,1,0,6266.035732,6001.924935,6336.800572
,21.8,64.0,4,18.4,0.0,3130000,6148.038643,1101.276672,1468.368896,734.1844478,367.0922239,1138.654993,455.4619972,455.4619972,227.7309986,1,31,12,2022,0,0,0,0,1,0,1,0,6397.464632,6266.035732,6001.924935
,19.4,65.3,4,19.7,0.0,3130000,6062.172242,1103.239848,1470.986463,735.4932317,367.7466158,1091.147646,436.4590583,436.4590583,218.2295292,1,13,1,2023,0,0,0,0,1,0,1,0,6148.038644,6397.464632,6266.035732
,18.9,68.1,4,19.9,0.0,3130000,6237.056317,1064.948698,1419.931598,709.9657989,354.9828995,1239.275377,495.7101506,495.7101506,247.8550753,1,14,1,2023,0,0,0,0,1,0,1,0,6062.172242000001,6148.038644,6397.464632
,19.7,65.7,4,19.8,0.0,3130000,6124.348204,1034.402176,1379.202901,689.6014506,344.8007253,1235.508269,494.2033078,494.2033078,247.1016539,1,15,1,2023,0,0,0,0,1,0,1,0,6237.0563170000005,6062.172242000001,6148.038644
,20.6,59.5,4,20.1,0.0,3130000,6149.855471,1104.78512,1473.046827,736.5234135,368.2617068,1130.319186,452.1276746,452.1276746,226.0638373,1,16,1,2023,0,0,0,0,1,0,1,0,6124.348204,6237.0563170000005,6062.172242000001
,20.8,56.5,4,20.1,0.0,3130000,6110.480425,1089.494486,1452.659315,726.3296574,363.1648287,1136.568586,454.6274344,454.6274344,227.3137172,1,17,1,2023,0,0,0,0,1,0,1,0,6149.855471999999,6124.348204,6237.0563170000005
